dose,exposure,cov_a,cov_b,cov_c,response
200,8103.368904461478,2.5963569563168583,1.875107802839194,7.25384947071388,0
200,6697.865754965478,5.422902846152552,8.954894853571208,4.193485206851784,0
200,6098.009996321028,4.776632837128966,4.954858410515156,6.043991961599474,0
200,11023.166548154695,4.7254840751320435,7.818676320196837,6.126426749589054,1
200,11584.815141904166,5.608028333648731,0.21960423589129252,2.255994512440458,1
200,6473.23721358445,7.371119245869097,3.7375039668376173,0.9869297191500099,1
200,6861.494750641835,5.578494053607585,3.147455342494851,6.765157244775387,1
200,15463.745264405483,3.3012869009485075,1.864130795471586,1.292341784893301,0
200,11293.589926988776,2.995378207866639,8.736308895093165,5.004749631861717,1
200,18484.477699416148,4.62858250008294,1.4910914147433765,5.703255914975262,1
200,13607.682137186628,5.869443415488264,5.8926391638681395,6.559876608029552,1
200,4018.2258371929456,2.260504584884429,7.283403899723312,5.533199601538724,1
200,13978.84499049324,4.48114452842727,5.501698112213034,3.0003245745194063,0
200,19843.27152900853,7.572843387663407,2.646340441883448,7.617314217444926,1
200,12877.056399852678,4.694764428164532,7.511484984000274,9.027477109006654,1
200,5994.040267798903,3.0883417470622514,5.480371577742371,7.368007516277543,0
200,21524.045339421096,4.2251673316909475,2.206880551907924,8.48020271000731,1
200,13641.039494737222,6.523093695907514,1.5410683352216978,4.841899208696454,1
200,6581.443859015529,8.164049785918309,9.432043766722868,6.455948935486724,1
200,15073.008515194559,5.391927881769616,3.1396490595332676,6.713394743909287,1
200,23166.51747775294,6.145535663046475,0.8192776992252905,4.727408028541704,1
200,9901.06272597452,3.454507022013291,6.478285306364755,4.787759253836047,1
200,8422.458915237896,6.669630989714599,5.870034439740137,7.6928089127681485,0
200,7967.69493783399,3.5939192208113955,4.672185456063495,6.945455582333315,0
200,7527.312269327513,1.4815061123946895,7.959888042383518,7.6263419728954,1
200,11840.841521922965,5.360703152554622,6.75026423749122,9.663625672397128,1
200,15335.922088749941,9.286844908624598,3.629985265069588,6.823893275846952,1
200,13535.28465977995,7.170961578901639,2.7466754997926888,5.583486577256426,1
200,11563.210684479413,8.0152290052098,5.761258314332678,0.459612443729511,1
200,16790.21007933261,6.004402069081966,5.443219677097514,3.6576716159939497,1
200,15395.903868071275,3.3219861707511082,6.733502154124206,9.65843483454642,1
200,4253.35311747499,4.4309032497448735,3.8940933964593514,6.047846531210102,1
200,9413.366844415368,4.232671171775136,7.411833420988846,4.690738574105143,0
200,5015.823847649918,3.6954705148883122,2.754990994509863,6.419886725342899,0
200,16397.94658118939,6.926408418081154,4.073731532381144,5.601889699389221,1
200,21701.652601936876,1.9171210974553266,7.019897769221216,4.4760653342797205,1
200,11507.273339147469,7.3320678297947115,7.625669099310296,4.660673455120376,1
200,18153.06403317579,7.32668001890864,0.7214016703767802,7.678337824312067,1
200,12108.765468532027,1.914493402012797,5.302168070370936,4.433094890378933,0
200,13511.988279543575,6.759057475656709,6.678597247637903,0.6157542727464536,1
200,11072.460686418146,3.457809786468365,1.4273113718297206,4.448691674541115,1
200,15482.288564291002,7.279648551316431,6.336787219313177,6.4957400051660175,1
200,20453.559398379028,2.875762645301478,2.7614923552715354,6.698765254943929,1
200,17065.351026967757,7.897608889963417,7.695313092797934,6.6990595310069825,0
200,5408.8533054896225,5.702075920498873,6.4922447510528976,1.0385489796846095,0
200,3630.463889321292,8.902098785970004,7.0912335159401785,6.031618002163338,1
200,5042.921839109741,1.4129249815091882,5.340242305044612,7.574227199144689,1
200,18708.78026701348,4.855314410657438,7.325452548498071,8.244540117504954,1
200,11998.293166710173,3.538665252869545,8.444936023489612,4.367342649049377,0
200,8613.267111497826,4.444838364290234,9.309383965221754,4.09766545377707,1
200,24886.66653216684,3.266845815822688,4.919902947967591,8.637352007271096,0
200,12225.504190594562,2.7475238450925628,5.088927853447451,1.0739922916629092,0
200,11349.559065025654,6.599279794550036,5.578392427859483,3.7820075038941523,0
300,15727.303275276685,2.1268703367809025,2.1292044251663524,4.063246158463153,1
300,34394.19282291655,7.4218273576543,2.8325252023387764,4.702421988976282,1
300,24076.712529068915,8.630350006188655,5.2252328210433685,3.006288523856383,0
300,28572.856443814242,7.162708383432515,4.095302522621443,9.240170668501108,1
300,14366.712958353437,9.165442715639248,5.41249879954274,5.932010278180652,1
300,8816.409949733166,8.183891482723245,9.611661240986761,5.648507732667776,0
300,12264.590505119486,4.6283796337001295,2.0721136664247046,6.811896546286638,1
300,21848.958541838,6.327088508921066,4.1431631739657675,2.296993206751618,1
300,13676.789780096633,2.4161161615802493,3.565914840643755,2.607015909505347,0
300,14152.83771276529,4.4786401900569395,8.679258225960595,7.457290751693338,1
300,6877.7730974100205,8.131828605495993,2.907678445951289,3.738853954832906,0
300,16816.8190309953,6.499728080331969,4.768531648642092,9.070226252762293,1
300,9296.559629309413,6.2737856928139415,7.1365794998092005,0.33986490998802743,1
300,29290.67131008328,2.2640136191468,2.2178798664589743,6.5836168166084725,1
300,8198.430630741372,3.332625794762305,8.906994915504088,7.688446755808234,1
300,24038.78907614012,2.9199573959918617,6.85326880575046,3.2632121342744433,1
300,27329.260910886263,6.104530679559303,2.182968137246969,6.238283263885913,1
300,7069.5773911759525,2.373090006200211,6.266242436479251,6.224254625289282,1
300,12232.208367764339,6.555024120128498,4.399931047582023,7.7416294774482575,1
300,19574.465703946047,2.089931299414432,5.878343415203785,6.34617007428856,1
300,24072.55207454276,9.146885082679887,4.746309125714758,4.311707039870888,1
300,14469.164076629027,6.282557734599852,7.808804827137682,7.451684900649511,0
300,33834.38820827592,3.0817090184599594,1.6103961628580932,7.170234753743211,1
300,14294.737205943884,5.677582909313927,3.5502074368343184,2.499389418955493,1
300,14910.721409080203,4.013242714293911,4.299692420863066,1.5175721036953975,1
300,12432.909109797687,6.0382355501224625,2.3608565347230863,5.451430852355302,0
300,18822.496077266296,5.684523092726447,2.259882709876835,4.230683681975995,1
300,17610.881210051364,2.318729591469035,4.949279656524511,2.384603360018885,1
300,7167.370093613686,2.8529745339112034,4.6275354989119215,5.236663077095475,1
300,22607.465493541837,5.840537417966934,0.24394186493636158,1.6700994422091975,0
300,10988.986090040637,8.88264316453284,7.7415170361108165,5.454094832771997,1
300,19950.20215472755,7.840159354507797,5.701799880070509,3.2790193626743642,1
300,16836.88294688156,3.279964702170296,9.68406836528176,7.549172700923741,1
300,19355.392270371354,7.2329528676534816,6.87762898868221,9.688997057326144,1
300,18963.0396495573,4.863010774121801,3.754451716802504,2.5483456280145966,1
300,12405.77475145557,5.845309578720973,9.86486719455298,7.780040924101676,1
300,11307.897744719012,5.731447565440183,1.8728136227342227,7.231044230179408,0
300,17184.816924058243,9.768457908702274,6.305428899261613,4.802044830645885,1
300,49451.16839991895,1.9424191506274955,4.405695164213576,3.7362861706522663,1
300,13187.828218160104,5.284514001506384,5.526542765912774,8.782961018677064,1
300,13088.578969096805,6.628672321798162,5.639871705454672,3.2312838177041323,0
300,7002.738673970384,7.866652862190444,1.7848430279386882,8.472356538708624,1
300,16903.246106958806,8.563527714400418,5.8016485262482025,4.463221166196226,1
300,18468.628045590354,0.736573077175806,9.042132590019838,3.5447022920922073,1
300,22498.85769292703,6.152354798176315,4.537865821823549,4.858868850798592,1
300,36222.82047265708,8.811758710128707,4.541131450210465,3.763179137126034,1
300,16171.947767894475,3.8442389065603915,7.409531416544217,5.8412909487125395,1
300,8419.997456370498,4.403166928497591,1.1030530458970804,6.362910366217048,0
300,11960.518087517406,4.8969387761531795,5.642705780327924,4.728880605804816,1
300,28588.433793589807,6.021372480755105,8.904551157621274,6.3040565234758255,1
300,27212.485288182535,6.825822214243295,8.508898573113331,2.3919584597799877,1
300,26714.233771059586,8.325678916293239,6.171974258449712,2.298452611308809,1
300,35338.95602206544,4.730783275724553,6.970038023084847,3.1012104406069776,1
300,19849.63000760546,5.5523974161679615,1.9180154205510414,2.9114398469472693,0
300,16142.850220498565,9.724763998276183,5.842029860254204,8.78911638735836,1
300,10637.707710119585,6.2023811544956775,2.4572063590477384,4.5580760472898225,0
300,21561.90683617405,5.531313073765541,3.7244217086420854,3.9953751938957547,1
300,8464.496993836688,1.6272733438698141,7.498324231730922,4.07789529187247,1
300,15616.031720299887,5.008056759021672,2.045509808130631,5.195255789151153,1
300,33906.717258654935,4.37750420065168,5.7497097784720985,5.273206307031768,1
300,26841.627195653986,4.968840492437989,6.194838988771196,5.813997973840637,1
300,21659.516399764798,3.4094747845010254,5.154875503057598,2.96523612842853,1
300,9355.502100113046,3.1182017495858054,9.138811194841654,2.7154687076454382,1
300,18422.498262156765,3.0311032088011673,2.299905034838547,8.082282073777757,1
300,45763.09587238922,4.396581478637527,6.671629874942297,3.4806819046830126,1
300,18910.7694055725,8.421778370188349,4.749251679001337,5.850114276192232,1
300,12195.392342779136,7.760745127203258,4.2672409087031165,4.839320674247269,1
300,7901.655589689545,3.9925145266741198,6.292045413494025,2.449219015845889,1
300,8136.522012112239,1.047543110338311,2.3043498131594404,6.631910167060738,1
300,28501.654256109483,2.721138118915017,1.6828184464132887,5.487433181143821,1
300,13793.817173083798,3.7251203680133873,3.6258251230370435,8.480583439191866,1
300,35159.335880466846,5.292167149690834,9.045576217735778,5.3310704739921935,1
300,17600.09150265663,3.1807972752530245,5.157279937378575,4.070963959255536,1
300,16636.194862663837,9.352528235705389,5.928728174850139,5.781368508501844,1
300,35462.763072114954,4.2353998375593,4.465622207332454,1.9417825414155416,1
300,9047.66115414361,1.8826611682271177,6.309383600402507,2.742478523218317,0
300,25524.916468517597,4.601989728626647,2.4637197402434357,6.41666974266305,1
300,14055.558290801031,2.338781640987216,7.999591071781965,4.066609975114574,1
300,17563.49229276439,5.439856309359714,6.61511231610895,4.813976627620856,1
300,12920.408859832074,5.656887530444408,2.81526438207593,4.675226964446258,0
300,8396.261958803727,5.995397317191248,5.153864141075233,3.212222219259908,0
300,23870.258962053205,1.1437080458189886,6.957551635563912,0.6350472588109044,0
300,10741.23871119553,5.620776704153693,6.5435617325385635,5.976779184988201,1
300,19926.1128161543,5.870643736355493,8.627158713909894,7.072567453615593,1
300,15120.202056462334,1.4805231435665986,3.310341051654835,6.076717856251944,0
300,10814.782328198235,7.54494806177226,7.909458486083551,2.450812852980059,1
300,48328.39265579539,7.129167333401898,7.732398425384018,5.469688386706007,1
300,15339.428112493133,9.60780472731524,4.542376722547146,4.718036757825515,1
300,6857.054796289055,5.441393293591616,2.4069481755552844,7.089862944128592,0
300,34040.92365882755,5.131815419639071,2.1498177740091546,3.4083036928701045,1
300,28339.713753366028,5.272309627583235,6.274951313341083,4.971515210195067,1
300,18572.70990654942,5.196748900413432,4.799416648269644,0.9180374375374943,1
300,12656.636898076848,0.8280683899723338,9.082554374882273,2.887243206328755,1
300,25090.953512585784,1.0692570171295552,6.483308261558606,5.3523800008267735,1
300,36114.55131818143,4.78134624304099,3.959572952717006,3.0680683779280873,1
300,27212.196240926984,3.3945120195844947,2.292618969580575,4.877106883131043,1
300,9430.518237525761,5.154380866573085,3.3909811174339466,3.69756594839394,1
300,39193.49347343328,1.3440169016450578,5.960369924848896,6.673734347495669,1
300,17573.515520479552,2.1226217327924153,3.7436500703129703,8.022098683764936,1
300,5553.078726939188,7.616600745981121,6.427296628948128,2.7754971398837074,1
